id,fold_0,initial_0,final_0,fold_1,initial_1,final_1,fold_2,initial_2,final_2,fold_3,initial_3,final_3,fold_4,initial_4,final_4,toxic_pred
175,train,0.013915177,0.038332004,train,0.054196943,0.057162084,train,0.04007603,0.030213056,train,0.030510241,0.04664054,valid,0.060634736,0.049236465,0.044316832
176,train,0.37821242,0.50140035,valid,0.6052152,0.7254464,train,0.44746545,0.5209152,train,0.37310836,0.334234,train,0.5394353,0.50249463,0.5168981
177,train,0.742026,0.7510305,train,0.84332687,0.9258085,train,0.7766802,0.779706,valid,0.9635455,0.91987026,train,0.7350145,0.79234165,0.8337514
178,train,0.1931319,0.25021812,train,0.19286755,0.36079445,train,0.12680115,0.12010568,valid,0.049007714,0.058755446,train,0.3189823,0.23184083,0.20434292
179,valid,0.047886383,0.076985955,train,0.076008946,0.11340297,train,0.14315207,0.11624019,train,0.040714376,0.05587374,train,0.13068618,0.09804212,0.092109
180,valid,0.04240654,0.062333684,train,0.049312584,0.08806152,train,0.025444249,0.025939388,train,0.017880742,0.027130095,train,0.06857153,0.048403844,0.05037371
181,train,0.67440057,0.73919064,valid,0.64158106,0.63574374,train,0.6762816,0.65734965,train,0.47988287,0.4967304,train,0.68511134,0.66188806,0.6381805
182,train,0.025165228,0.050326563,train,0.017619679,0.03211627,train,0.027343623,0.022013236,train,0.040234823,0.048355136,valid,0.020831838,0.017962761,0.03415479
183,train,0.6243514,0.6403599,valid,0.33173445,0.42397764,train,0.60562426,0.62541217,train,0.46898547,0.39411357,train,0.5689558,0.5648928,0.5297512
184,train,0.030569585,0.061952803,train,0.019222807,0.038309507,valid,0.032644857,0.03325159,train,0.012382384,0.018281935,train,0.047847018,0.026405707,0.035640307
185,train,0.7832164,0.8600513,train,0.78241724,0.9265569,train,0.7626062,0.81206644,train,0.8448084,0.8795037,valid,0.7593303,0.8648815,0.868612
186,valid,0.1732665,0.13744044,train,0.15530418,0.10654598,train,0.16881184,0.08820738,train,0.10824197,0.111289605,train,0.13266863,0.10937441,0.11057156
187,valid,0.041210853,0.050906193,train,0.07482504,0.08698052,train,0.13733888,0.09920028,train,0.030990025,0.055747285,train,0.099016435,0.083816335,0.07533012
188,train,0.012104912,0.031034116,train,0.021186003,0.055903684,train,0.0337876,0.044146836,valid,0.061045017,0.06974843,train,0.10878931,0.088739194,0.057914454
189,train,0.009905385,0.018843247,train,0.0235967,0.14806382,train,0.01821548,0.019630758,train,0.039217,0.056158926,valid,0.018405898,0.013462049,0.05123176
190,train,0.09310003,0.08250461,valid,0.03366342,0.07345973,train,0.075152874,0.0271245,train,0.07623531,0.08007518,train,0.04443224,0.029182386,0.058469277
191,train,0.48777878,0.53082246,train,0.61502767,0.67294306,valid,0.59765804,0.5793776,train,0.603735,0.6363483,train,0.5836917,0.5486574,0.5936297
192,train,0.045526832,0.10771476,train,0.14436181,0.13648596,train,0.18393743,0.17039877,valid,0.10849953,0.1572861,train,0.066733375,0.12370502,0.13911812
193,train,0.03009749,0.046778396,valid,0.024572015,0.07064373,train,0.028808372,0.047803633,train,0.027981589,0.030935898,train,0.025164556,0.020599632,0.043352257
194,train,0.31798512,0.40812573,train,0.52208364,0.56868565,valid,0.37660587,0.31206962,train,0.26587483,0.3246398,train,0.5145365,0.50949347,0.4246029
195,train,0.15385821,0.32084864,train,0.46592,0.5403707,train,0.31985167,0.29461095,train,0.35519502,0.37117693,valid,0.22411066,0.2539589,0.35619324
196,train,0.1512032,0.24498335,train,0.20816344,0.13994412,valid,0.19216667,0.13437524,train,0.09607483,0.1853431,train,0.35223106,0.29482028,0.1998932
197,train,0.007035251,0.0083612325,train,0.009397823,0.036418024,valid,0.0023831213,0.003617522,train,0.016811337,0.02320458,train,0.0029843792,0.004302984,0.015180869
198,train,0.03860991,0.07129203,train,0.16156098,0.11013446,valid,0.08576329,0.066101424,train,0.124449864,0.15050653,train,0.10216453,0.079672426,0.09554137
199,train,0.048685327,0.03646071,train,0.088023536,0.08915101,train,0.10779377,0.061047725,valid,0.10071407,0.081883535,train,0.07761774,0.053154502,0.0643395
200,valid,0.026284544,0.05683008,train,0.03291144,0.060112804,train,0.024362074,0.033320956,train,0.013592779,0.018288102,train,0.23027188,0.19888873,0.07348814
201,train,0.3198644,0.48243684,train,0.4123728,0.54300034,train,0.4777878,0.3581123,valid,0.15597121,0.29287443,train,0.22900723,0.23989742,0.38326424
202,train,0.33563486,0.3957835,train,0.2696207,0.25310284,train,0.3204777,0.33165878,valid,0.2797086,0.3884935,train,0.33890495,0.30775204,0.3353581
203,train,0.012311399,0.0097541325,valid,0.024419677,0.04248289,train,0.02014822,0.010389162,train,0.0315645,0.032118652,train,0.014241458,0.01100061,0.021149088
204,valid,0.03175387,0.079929814,train,0.1206406,0.04658991,train,0.04662069,0.03708048,train,0.03902907,0.06678396,train,0.013451616,0.01869163,0.04981516
205,train,0.041555163,0.08931472,train,0.026092054,0.106331244,train,0.078165546,0.08205683,valid,0.04369626,0.044083133,train,0.10942884,0.07548342,0.07945387
206,train,0.048079822,0.109989464,train,0.1714018,0.28133237,train,0.27897567,0.19144428,valid,0.10801011,0.15518703,train,0.109762356,0.09332467,0.16625556
207,train,0.30717078,0.37426254,valid,0.38268346,0.4520941,train,0.060031522,0.07756595,train,0.12316136,0.19414546,train,0.17800331,0.15913303,0.25144023
208,train,0.05443612,0.06116698,train,0.10052004,0.1408401,train,0.37325078,0.20934811,valid,0.14681445,0.14967549,train,0.098864324,0.076663285,0.1275388
209,train,0.46152276,0.6601325,train,0.48003128,0.54377514,valid,0.3836147,0.43868816,train,0.3916488,0.40415668,train,0.42973265,0.3739354,0.4841376
210,train,0.042919084,0.0750645,train,0.07573834,0.080657646,train,0.065945454,0.08227337,train,0.046910696,0.056992415,valid,0.34976932,0.24891965,0.10878152
211,train,0.027041744,0.044030238,train,0.11591639,0.10842582,valid,0.052260004,0.038201325,train,0.015413527,0.027083151,train,0.102613136,0.09916853,0.06338181
212,train,0.21149506,0.16598187,valid,0.09434793,0.14882122,train,0.21570836,0.14413768,train,0.07835396,0.09414555,train,0.0713671,0.05413941,0.12144516
213,valid,0.03597463,0.07617812,train,0.04137724,0.061678953,train,0.05067899,0.052789044,train,0.036329478,0.055654224,train,0.11661905,0.08890378,0.06704082
214,train,0.08598185,0.16219279,train,0.19558626,0.14907536,valid,0.08579083,0.07793927,train,0.035909127,0.060674965,train,0.10854321,0.10926313,0.1118291
215,train,0.26264134,0.38676557,train,0.2339327,0.3123431,train,0.11059548,0.13419497,train,0.16078271,0.13326882,valid,0.24401668,0.19248153,0.23181081
216,valid,0.0026064322,0.006616506,train,0.008229424,0.013351767,train,0.021543624,0.016286856,train,0.03647071,0.048746593,train,0.012080259,0.0099893175,0.01899821
217,train,0.30278188,0.29899043,train,0.2728945,0.299293,train,0.611892,0.43932042,train,0.21131088,0.20880763,valid,0.5130845,0.46565178,0.34241265
218,train,0.6445577,0.67884356,train,0.40613285,0.5105246,train,0.60084,0.5410147,train,0.36868796,0.40184733,valid,0.4349003,0.37396175,0.50123835
219,train,0.021368923,0.016626747,train,0.014393122,0.014153426,valid,0.057652637,0.014820561,train,0.06495723,0.064444974,train,0.0159145,0.012039716,0.024417084
220,train,0.34681806,0.46405247,train,0.31438023,0.48274946,valid,0.38583505,0.4633734,train,0.3864551,0.3802186,train,0.4407689,0.41080058,0.4402389
221,train,0.03568089,0.0685166,train,0.014761768,0.046755232,train,0.023925522,0.035780687,valid,0.05026519,0.055157002,train,0.093599536,0.065690145,0.054379933
222,train,0.04853569,0.044789694,train,0.08537343,0.08933882,train,0.1679897,0.10478198,train,0.07366231,0.06937872,valid,0.14732358,0.13046567,0.087750986
223,train,0.029014355,0.04330736,train,0.0168869,0.069004714,valid,0.021013884,0.028978791,train,0.10768697,0.10647848,train,0.07645941,0.05399807,0.060353488
224,valid,0.14827365,0.28137282,train,0.39393422,0.32100537,train,0.19927336,0.1298687,train,0.13416494,0.22311115,train,0.16468434,0.15052885,0.22117738
225,train,0.14371987,0.11493211,train,0.14037427,0.122354,train,0.08934315,0.061535444,valid,0.23954616,0.1722317,train,0.2258779,0.19304168,0.13281898
226,train,0.12149576,0.2002675,valid,0.29643413,0.21415187,train,0.2498545,0.17858726,train,0.029402297,0.046020012,train,0.2158452,0.20830642,0.16946661
227,train,0.094124794,0.08863425,valid,0.14815274,0.09880867,train,0.072914325,0.05399507,train,0.08894914,0.09713144,train,0.099090055,0.06447168,0.08060823
228,train,0.018203894,0.0567437,train,0.07082546,0.112865694,train,0.075708546,0.06659234,train,0.028179796,0.04141993,valid,0.06988778,0.046657093,0.06485575
229,train,0.025259715,0.045635846,train,0.005959312,0.031286363,train,0.047372025,0.056051515,valid,0.010233459,0.014420014,train,0.05595054,0.043644913,0.038207732
230,train,0.19452702,0.3961569,valid,0.15005535,0.13911535,train,0.27638108,0.15431406,train,0.11540497,0.17592704,train,0.115356594,0.11017737,0.19513814
231,train,0.0076725986,0.028560517,train,0.023514181,0.03099576,valid,0.027045565,0.033087786,train,0.05854454,0.059720602,train,0.088936366,0.04741682,0.039956298
232,train,0.082489036,0.0793094,train,0.1369239,0.19239515,train,0.120331675,0.09397371,valid,0.19828878,0.1931894,train,0.33139274,0.26143423,0.16406038
233,train,0.13370176,0.25956956,train,0.3245267,0.22494656,train,0.13766745,0.11699321,train,0.05081534,0.11096539,valid,0.17708068,0.1649284,0.17548063
234,train,0.46556562,0.44968677,train,0.28983238,0.45465583,train,0.2686234,0.2792886,train,0.16842712,0.20796542,valid,0.43732303,0.2973284,0.337785
235,train,0.011146011,0.015498985,valid,0.06759913,0.062392585,train,0.036395073,0.018726122,train,0.03243928,0.05261989,train,0.026341548,0.015856393,0.033018798
236,train,0.0074129407,0.013829978,train,0.018941933,0.03608691,train,0.06357445,0.028670775,valid,0.016159475,0.025721867,train,0.011319233,0.013952593,0.023652423
237,valid,0.010667743,0.018410703,train,0.026644407,0.018532965,train,0.01863356,0.012514607,train,0.015568403,0.02705388,train,0.015637167,0.017989008,0.018900232
238,train,0.008833985,0.040214065,train,0.03393887,0.015276751,valid,0.19839866,0.3066214,train,0.019991117,0.040474307,train,0.10482412,0.20733865,0.12198503
239,train,0.019816538,0.04012882,train,0.028917253,0.085583106,train,0.081465006,0.092141286,valid,0.021184519,0.02975244,train,0.0077829845,0.010760268,0.051673185
240,valid,0.14040338,0.22721618,train,0.15014459,0.14859913,train,0.1662715,0.112875946,train,0.063676134,0.09838879,train,0.041716654,0.036860842,0.12478818
241,train,0.082707904,0.0702133,train,0.16512476,0.2331217,train,0.19306234,0.11917076,train,0.12755108,0.09965885,valid,0.29413572,0.20912772,0.14625846
242,train,0.114103734,0.22578767,train,0.12741539,0.1173753,valid,0.2567897,0.18729429,train,0.09068731,0.15819746,train,0.10538261,0.08927209,0.15558536
243,valid,0.006520198,0.013739593,train,0.005391352,0.021891082,train,0.008383375,0.011488475,train,0.022438005,0.025033206,train,0.0121331075,0.010512065,0.016532883
244,train,0.2268074,0.22948748,valid,0.0640564,0.18236588,train,0.38229576,0.19619814,train,0.19296642,0.18357344,train,0.36348844,0.26738366,0.21180172
245,train,0.015664356,0.046189535,valid,0.03195719,0.11141938,train,0.09904344,0.09727247,train,0.05750063,0.06925355,train,0.13678455,0.091835596,0.08319411
246,train,0.023593895,0.058134325,train,0.039876852,0.037851684,train,0.0056353477,0.0084376605,valid,0.03563175,0.043557182,train,0.031878076,0.023909247,0.03437802
247,train,0.08331688,0.18326373,train,0.30451512,0.21417746,train,0.13797846,0.13124992,valid,0.07237653,0.11110188,train,0.17135885,0.18964201,0.165887
248,train,0.10319562,0.15467373,train,0.355663,0.39130408,train,0.32926574,0.33697373,train,0.10592987,0.15879415,valid,0.513952,0.5083778,0.31002468
249,train,0.028905187,0.06451029,valid,0.09133413,0.042612046,train,0.051496048,0.023395402,train,0.017823745,0.036471337,train,0.016104499,0.015592655,0.036516346
250,train,0.035087127,0.06547921,valid,0.02438787,0.03664967,train,0.066975474,0.06557937,train,0.014447241,0.023684315,train,0.07200469,0.065901466,0.051458806
251,train,0.004671566,0.008578232,train,0.024139144,0.04335889,train,0.041589353,0.04236974,train,0.020043343,0.029397985,valid,0.018605433,0.017743869,0.02828974
252,train,0.39859518,0.5036025,train,0.394237,0.48348176,valid,0.45399308,0.35273007,train,0.3034253,0.4557364,train,0.38663587,0.38473287,0.4360567
253,train,0.03949477,0.048460547,train,0.2539629,0.22348449,train,0.22782679,0.13525726,train,0.050771013,0.091536455,valid,0.30070257,0.24320683,0.14838913
254,valid,0.07800509,0.16093723,train,0.21744822,0.23213884,train,0.14229111,0.09186799,train,0.0673139,0.10803254,train,0.104155116,0.097752444,0.1381458
255,train,0.033513088,0.06279346,valid,0.08212834,0.10349133,train,0.06858251,0.025123302,train,0.04054797,0.06297828,train,0.15756962,0.101490855,0.07117544
256,train,0.025001746,0.058073312,train,0.021618428,0.050987516,train,0.03560258,0.048712455,train,0.047698107,0.04253366,valid,0.14059919,0.090572104,0.058175813
257,train,0.850884,0.88584685,train,0.6849696,0.73707765,train,0.706169,0.7402925,train,0.8293579,0.7901648,valid,0.75196415,0.7284408,0.7763645
258,train,0.039984174,0.09281383,train,0.09335703,0.06270938,train,0.013053419,0.023859838,train,0.04178265,0.05234416,valid,0.06642943,0.05444832,0.05723511
259,valid,0.47841522,0.5294712,train,0.50024915,0.6856659,train,0.62015045,0.48498583,train,0.32397345,0.3325755,train,0.50209737,0.4521982,0.49697933
260,train,0.012321172,0.021063067,train,0.054477725,0.043700162,valid,0.023248069,0.016294053,train,0.009125163,0.020867253,train,0.018415477,0.022016525,0.024788212
261,train,0.017176073,0.041569572,train,0.08339085,0.034869023,valid,0.03694081,0.026242374,train,0.016923105,0.026817761,train,0.05849381,0.054087657,0.036717273
262,valid,0.0608154,0.035229146,train,0.061063766,0.06839675,train,0.2822004,0.1567178,train,0.035035696,0.044307847,train,0.02145239,0.027820231,0.06649436
263,train,0.34330362,0.36065093,train,0.36282584,0.39134184,train,0.40461314,0.42203704,valid,0.36035737,0.39770135,train,0.38427028,0.43880552,0.40210733
264,valid,0.09402462,0.19193733,train,0.2846953,0.14420132,train,0.10137077,0.064419,train,0.030187849,0.06659078,train,0.14630513,0.10996684,0.11542306
265,train,0.021366296,0.018599719,train,0.038539186,0.08040352,valid,0.04428668,0.030619035,train,0.028431194,0.032384638,train,0.013232862,0.011834292,0.034768242
266,train,0.0497299,0.09133253,train,0.2939296,0.40343168,valid,0.2017621,0.12100379,train,0.05297578,0.10213243,train,0.21246122,0.15512988,0.17460606
267,train,0.06969692,0.1388575,train,0.059190918,0.08053623,train,0.12852903,0.16808623,train,0.03504625,0.046217814,valid,0.22211334,0.1632021,0.119379975
268,train,0.043870486,0.08529066,train,0.28375497,0.26969358,train,0.102514096,0.059534498,valid,0.13195302,0.19105016,train,0.30153343,0.25047228,0.17120823
269,train,0.0029108368,0.007501708,train,0.011349402,0.028053204,train,0.012467489,0.012353118,train,0.018417278,0.021639947,valid,0.032139014,0.02150455,0.018210506
270,train,0.13093793,0.155298,valid,0.0800856,0.13135952,train,0.30315596,0.19124103,train,0.1716897,0.17268705,train,0.103885934,0.07899788,0.1459167
271,train,0.31592414,0.28313753,train,0.30241564,0.38287795,train,0.26593062,0.23204552,valid,0.30025378,0.24616797,train,0.45973232,0.37171894,0.3031896
272,train,0.08619512,0.102164246,valid,0.28825808,0.2069394,train,0.14732657,0.104965724,train,0.08895675,0.12557016,train,0.08697714,0.0926017,0.12644824
273,train,0.03726351,0.06781757,train,0.103874646,0.09953992,train,0.034061402,0.024563026,valid,0.03433628,0.05245178,train,0.038615447,0.039601654,0.056794785
274,train,0.4241116,0.5084584,train,0.47589743,0.5338691,train,0.4430433,0.46030483,train,0.1088749,0.13317005,valid,0.34018582,0.28720063,0.38460058
275,train,0.89555275,0.90976655,train,0.89778054,0.9516988,train,0.9429475,0.9402163,train,0.97094214,0.9697888,valid,0.8625816,0.881051,0.9305042
276,train,0.010941114,0.01978259,train,0.023962654,0.039504454,train,0.013971532,0.018224742,train,0.030509895,0.04497395,valid,0.044648487,0.038470067,0.032191165
277,train,0.5892696,0.6867011,train,0.546126,0.6124574,valid,0.6132549,0.55368555,train,0.17701909,0.2879059,train,0.3736905,0.39196095,0.50654215
278,train,0.009114275,0.018591247,train,0.13518196,0.08367085,train,0.03066281,0.014265483,train,0.037830703,0.058936816,valid,0.058956247,0.04170275,0.043433428
279,train,0.030737894,0.063743375,train,0.12696415,0.034497038,train,0.08641897,0.05616678,valid,0.06619895,0.088270426,train,0.11930673,0.1466255,0.07786062
280,train,0.0067592068,0.0111042755,train,0.021369196,0.024973014,train,0.03610938,0.030978942,train,0.05949698,0.065041445,valid,0.014692937,0.013841884,0.029187912
281,valid,0.02975306,0.04745644,train,0.027540384,0.042441174,train,0.012451366,0.013729394,train,0.040541917,0.055835165,train,0.081718795,0.07175864,0.046244167
282,train,0.32089424,0.36578855,train,0.39343992,0.52284503,train,0.25598451,0.14311883,train,0.53705555,0.5200357,valid,0.44229072,0.38297528,0.3869527
283,train,0.21965766,0.23739891,train,0.1506558,0.13583778,train,0.20138933,0.08799157,train,0.16221374,0.1391595,valid,0.29784846,0.2175895,0.16359545
284,train,0.20141202,0.23978904,train,0.33326325,0.23432465,train,0.2479359,0.15492652,train,0.21287054,0.23518704,valid,0.26245725,0.24304909,0.22145529
285,train,0.14008985,0.11417005,train,0.09241681,0.05257864,train,0.41232124,0.18869504,train,0.09053531,0.08372974,valid,0.22985576,0.11094774,0.110024236
